0,3252
5,2956
10,3021
15,2767
20,2769
25,3073
30,2850
35,2816
40,2924
45,2917
50,3171
55,3190
60,3153
65,2864
70,2792
75,2826
80,2723
85,2606
90,2595
95,2378
100,2436
105,2693
110,2710
115,709
120,1406
125,2111
130,2805
135,2789
140,2778
145,2763
150,2765
