0,809
5,1340
10,2363
15,2124
20,2181
25,2664
30,1413
35,1653
40,721
45,718
50,2697
55,2620
60,2701
65,2021
70,2529
75,2624
80,2170
85,1902
90,2288
95,1868
100,2674
105,2764
110,2737
115,1009
120,901
125,633
130,652
135,643
140,637
145,650
150,646
