0,2898
5,2684
10,2911
15,2698
20,2704
25,3087
30,2668
35,2691
40,2934
45,2924
50,3110
55,3079
60,3050
65,2895
70,2939
75,3002
80,2765
85,2582
90,2558
95,2348
100,2401
105,2696
110,2723
115,679
120,1347
125,2011
130,2674
135,2645
140,2638
145,2633
150,2632
