0,18
5,20
10,22
15,23
20,27
25,27
30,26
35,26
40,25
45,24
50,23
55,22
60,23
65,23
70,25
75,26
80,24
85,24
90,23
95,22
100,26
105,26
110,26
115,4
120,10
125,15
130,20
135,21
140,21
145,21
150,21
