0,2704
5,2593
10,2837
15,2818
20,2809
25,2912
30,2609
35,2655
40,2859
45,2850
50,2938
55,2879
60,2866
65,2897
70,2971
75,3079
80,2731
85,2725
90,2699
95,2630
100,2916
105,3061
110,3179
115,700
120,1389
125,2073
130,2756
135,2738
140,2730
145,2726
150,2721
